port,description,risk_score,risk_reason
3575,Coalsere CCM Port,20,Open port default risk
3576,Coalsere CMC Port,20,Open port default risk
3577,Configuration Port,20,Open port default risk
3578,Data Port,20,Open port default risk
3579,Tarantella Load Balancing,20,Open port default risk
3580,NATI-ServiceLocator,20,Open port default risk
3581,Ascent Capture Licensing,20,Open port default risk
3582,PEG PRESS Server,20,Open port default risk
3583,CANEX Watch System,20,Open port default risk
3584,U-DBase Access Protocol,20,Open port default risk
3585,Emprise License Server,20,Open port default risk
3586,License Server Console,20,Open port default risk
3587,Peer to Peer Grouping,20,Open port default risk
3588,Sentinel Server,20,Open port default risk
3589,isomair,20,Open port default risk
3590,WV CSP SMS Binding,20,Open port default risk
3591,LOCANIS G-TRACK Server,20,Open port default risk
3592,LOCANIS G-TRACK NE Port,20,Open port default risk
3593,BP Model Debugger,20,Open port default risk
3594,MediaSpace,20,Open port default risk
3595,ShareApp,20,Open port default risk
3596,Illusion Wireless MMOG,20,Open port default risk
3597,A14 (AN-to-SC/MM),20,Open port default risk
3598,A15 (AN-to-AN),20,Open port default risk
3599,Quasar Accounting Server,20,Open port default risk
3600,text relay-answer,20,Open port default risk
3601,Visinet Gui,20,Open port default risk
3602,InfiniSwitch Mgr Client,20,Open port default risk
3603,Integrated Rcvr Control,20,Open port default risk
3604,BMC JMX Port,20,Open port default risk
3605,ComCam IO Port,20,Open port default risk
3606,Splitlock Server,20,Open port default risk
3607,Precise I3,20,Open port default risk
3608,Trendchip control protocol,20,Open port default risk
3609,CPDI PIDAS Connection Mon,20,Open port default risk
3610,ECHONET,20,Open port default risk
3611,Six Degrees Port,20,Open port default risk
3612,HP Data Protector,20,Open port default risk
3613,Alaris Device Discovery,20,Open port default risk
3614,Satchwell Sigma,20,Open port default risk
3615,Start Messaging Network,20,Open port default risk
3616,cd3o Control Protocol,20,Open port default risk
3617,ATI SHARP Logic Engine,20,Open port default risk
3618,AAIR-Network 1,20,Open port default risk
3619,AAIR-Network 2,20,Open port default risk
3620,EPSON Projector Control Port,20,Open port default risk
3621,EPSON Network Screen Port,20,Open port default risk
3622,FF LAN Redundancy Port,20,Open port default risk
3623,HAIPIS Dynamic Discovery,20,Open port default risk
3624,Distributed Upgrade Port,20,Open port default risk
3625,Volley,20,Open port default risk
3626,bvControl Daemon,20,Open port default risk
3627,Jam Server Port,20,Open port default risk
3628,EPT Machine Interface,20,Open port default risk
3629,ESC/VP.net,20,Open port default risk
3630,C&S Remote Database Port,20,Open port default risk
3631,C&S Web Services Port,20,Open port default risk
3632,distributed compiler,20,Open port default risk
3633,Wyrnix AIS port,20,Open port default risk
3634,hNTSP Library Manager,20,Open port default risk
3635,Simple Distributed Objects,20,Open port default risk
3636,SerVistaITSM,20,Open port default risk
3637,Customer Service Port,20,Open port default risk
3638,EHP Backup Protocol,20,Open port default risk
3639,Extensible Automation,20,Open port default risk
3640,Netplay Port 1,20,Open port default risk
3641,Netplay Port 2,20,Open port default risk
3642,Juxml Replication port,20,Open port default risk
3643,AudioJuggler,20,Open port default risk
3644,ssowatch,20,Open port default risk
3645,Cyc,20,Open port default risk
3646,XSS Server Port,20,Open port default risk
3647,Splitlock Gateway,20,Open port default risk
3648,Fujitsu Cooperation Port,20,Open port default risk
3649,Nishioka Miyuki Msg Protocol,20,Open port default risk
3650,PRISMIQ VOD plug-in,20,Open port default risk
3651,XRPC Registry,20,Open port default risk
3652,VxCR NBU Default Port,20,Open port default risk
3653,Tunnel Setup Protocol,20,Open port default risk
3654,VAP RealTime Messenger,20,Open port default risk
3655,ActiveBatch Exec Agent,20,Open port default risk
3656,ActiveBatch Job Scheduler,20,Open port default risk
3657,ImmediaNet Beacon,20,Open port default risk
3658,PlayStation AMS (Secure),20,Open port default risk
3659,Apple SASL,20,Open port default risk
3660,IBM Tivoli Directory Service using SSL,20,Open port default risk
3661,IBM Tivoli Directory Service using SSL,20,Open port default risk
3662,pserver,20,Open port default risk
3663,DIRECWAY Tunnel Protocol,20,Open port default risk
3664,UPS Engine Port,20,Open port default risk
3665,Enterprise Engine Port,20,Open port default risk
3666,IBM eServer PAP,20,Open port default risk
3667,IBM Information Exchange,20,Open port default risk
3668,Dell Remote Management,20,Open port default risk
3669,CA SAN Switch Management,20,Open port default risk
3670,SMILE TCP/UDP Interface,20,Open port default risk
3671,e Field Control (EIBnet),20,Open port default risk
3672,LispWorks ORB,20,Open port default risk
3673,Openview Media Vault GUI,20,Open port default risk
3674,WinINSTALL IPC Port,20,Open port default risk
3675,CallTrax Data Port,20,Open port default risk
3676,VisualAge Pacbase server,20,Open port default risk
3677,RoverLog IPC,20,Open port default risk
3678,DataGuardianLT,20,Open port default risk
3679,Newton Dock,20,Open port default risk
3680,NPDS Tracker,20,Open port default risk
3681,BTS X73 Port,20,Open port default risk
3682,EMC SmartPackets-MAPI,20,Open port default risk
3683,BMC EDV/EA,20,Open port default risk
3684,FAXstfX,20,Open port default risk
3685,DS Expert Agent,20,Open port default risk
3686,Trivial Network Management,20,Open port default risk
3687,simple-push,20,Open port default risk
3688,simple-push Secure,20,Open port default risk
3689,Digital Audio Access Protocol (iTunes),20,Open port default risk
3690,Subversion,20,Open port default risk
3691,Magaya Network Port,20,Open port default risk
3692,Brimstone IntelSync,20,Open port default risk
3693,Emergency Automatic Structure Lockdown System,20,Open port default risk
3695,BMC Data Collection,20,Open port default risk
3696,Telnet Com Port Control,20,Open port default risk
3697,NavisWorks License System,20,Open port default risk
3698,SAGECTLPANEL,20,Open port default risk
3699,Internet Call Waiting,20,Open port default risk
3700,LRS NetPage,20,Open port default risk
3701,NetCelera,20,Open port default risk
3702,Web Service Discovery,20,Open port default risk
3703,Adobe Server 3,20,Open port default risk
3704,Adobe Server 4,20,Open port default risk
3705,Adobe Server 5,20,Open port default risk
3706,Real-Time Event Port,20,Open port default risk
3707,Real-Time Event Secure Port,20,Open port default risk
3708,Sun App Svr - Naming,20,Open port default risk
3709,CA-IDMS Server,20,Open port default risk
3710,PortGate Authentication,20,Open port default risk
3711,EBD Server 2,20,Open port default risk
3712,Sentinel Enterprise,20,Open port default risk
3713,TFTP over TLS,20,Open port default risk
3714,DELOS Direct Messaging,20,Open port default risk
3715,Anoto Rendezvous Port,20,Open port default risk
3716,WV CSP SMS CIR Channel,20,Open port default risk
3717,WV CSP UDP/IP CIR Channel,20,Open port default risk
3718,OPUS Server Port,20,Open port default risk
3719,iTel Server Port,20,Open port default risk
3720,UF Astro. Instr. Services,20,Open port default risk
3721,Xsync,20,Open port default risk
3722,Xserve RAID,20,Open port default risk
3723,Sychron Service Daemon,20,Open port default risk
3724,World of Warcraft,20,Open port default risk
3725,Netia NA-ER Port,20,Open port default risk
3726,Xyratex Array Manager,20,Open port default risk
3727,Ericsson Mobile Data Unit,20,Open port default risk
3728,Ericsson Web on Air,20,Open port default risk
3729,Fireking Audit Port,20,Open port default risk
3730,Client Control,20,Open port default risk
3731,Service Manager,20,Open port default risk
3732,Mobile Wnn,20,Open port default risk
3733,Multipuesto Msg Port,20,Open port default risk
3734,Synel Data Collection Port,20,Open port default risk
3735,Password Distribution,20,Open port default risk
3736,RealSpace RMI,20,Open port default risk
3737,XPanel Daemon,20,Open port default risk
3738,versaTalk Server Port,20,Open port default risk
3739,Launchbird LicenseManager,20,Open port default risk
3740,Heartbeat Protocol,20,Open port default risk
3741,WysDM Agent,20,Open port default risk
3742,CST - Configuration & Service Tracker,20,Open port default risk
3743,IP Control Systems Ltd.,20,Open port default risk
3744,SASG,20,Open port default risk
3745,GWRTC Call Port,20,Open port default risk
3746,LXPRO.COM LinkTest,20,Open port default risk
3747,LXPRO.COM LinkTest SSL,20,Open port default risk
3748,webData,20,Open port default risk
3749,CimTrak,20,Open port default risk
3750,CBOS/IP ncapsalation port,20,Open port default risk
3751,CommLinx GPRS Cube,20,Open port default risk
3752,Vigil-IP RemoteAgent,20,Open port default risk
3753,NattyServer Port,20,Open port default risk
3754,TimesTen Broker Port,20,Open port default risk
3755,SAS Remote Help Server,20,Open port default risk
3756,Canon CAPT Port,20,Open port default risk
3757,GRF Server Port,20,Open port default risk
3758,apw RMI registry,20,Open port default risk
3759,Exapt License Manager,20,Open port default risk
3760,adTempus Client,20,Open port default risk
3761,gsakmp port,20,Open port default risk
3762,GBS SnapMail Protocol,20,Open port default risk
3763,XO Wave Control Port,20,Open port default risk
3764,MNI Protected Routing,20,Open port default risk
3765,Remote Traceroute,20,Open port default risk
3766,SSL e-watch sitewatch server,20,Open port default risk
3767,ListMGR Port,20,Open port default risk
3768,rblcheckd server daemon,20,Open port default risk
3769,HAIPE Network Keying,20,Open port default risk
3770,Cinderella Collaboration,20,Open port default risk
3771,RTP Paging Port,20,Open port default risk
3772,Chantry Tunnel Protocol,20,Open port default risk
3773,ctdhercules,20,Open port default risk
3774,ZICOM,20,Open port default risk
3775,ISPM Manager Port,20,Open port default risk
3776,Device Provisioning Port,20,Open port default risk
3777,Jibe EdgeBurst,20,Open port default risk
3778,Cutler-Hammer IT Port,20,Open port default risk
3779,Cognima Replication,20,Open port default risk
3780,Nuzzler Network Protocol,20,Open port default risk
3781,ABCvoice server port,20,Open port default risk
3782,Secure ISO TP0 port,20,Open port default risk
3783,Impact Mgr./PEM Gateway,20,Open port default risk
3784,BFD Control Protocol,20,Open port default risk
3785,BFD Echo Protocol,20,Open port default risk
3786,VSW Upstrigger port,20,Open port default risk
3787,Fintrx,20,Open port default risk
3788,SPACEWAY Routing port,20,Open port default risk
3789,RemoteDeploy Administration Port [July 2003],20,Open port default risk
3790,QuickBooks RDS,20,Open port default risk
3791,TV NetworkVideo Data port,20,Open port default risk
3792,e-Watch Corporation SiteWatch,20,Open port default risk
3793,DataCore Software,20,Open port default risk
3794,JAUS Robots,20,Open port default risk
3795,myBLAST Mekentosj port,20,Open port default risk
3796,Spaceway Dialer,20,Open port default risk
3797,idps,20,Open port default risk
3798,Minilock,20,Open port default risk
3799,RADIUS Dynamic Authorization,20,Open port default risk
3800,Print Services Interface,20,Open port default risk
3801,ibm manager service,20,Open port default risk
3802,VHD,20,Open port default risk
3803,SoniqSync,20,Open port default risk
3804,Harman IQNet Port,20,Open port default risk
3805,ThorGuard Server Port,20,Open port default risk
3806,Remote System Manager,20,Open port default risk
3807,SpuGNA Communication Port,20,Open port default risk
3808,Sun App Svr-IIOPClntAuth,20,Open port default risk
3809,Java Desktop System Configuration Agent,20,Open port default risk
3810,WLAN AS server,20,Open port default risk
3811,AMP,20,Open port default risk
3812,netO WOL Server,20,Open port default risk
3813,Rhapsody Interface Protocol,20,Open port default risk
3814,netO DCS,20,Open port default risk
3815,LANsurveyor XML,20,Open port default risk
3816,Sun Local Patch Server,20,Open port default risk
3817,Yosemite Tech Tapeware,20,Open port default risk
3818,Crinis Heartbeat,20,Open port default risk
3819,EPL Sequ Layer Protocol,20,Open port default risk
3820,Siemens AuD SCP,20,Open port default risk
3821,ATSC PMCP Standard,20,Open port default risk
3822,Compute Pool Discovery,20,Open port default risk
3823,Compute Pool Conduit,20,Open port default risk
3824,Compute Pool Policy,20,Open port default risk
3825,Antera FlowFusion Process Simulation,20,Open port default risk
3826,WarMUX game server,20,Open port default risk
3827,Netadmin Systems MPI service,20,Open port default risk
3828,Netadmin Systems Event Handler,20,Open port default risk
3829,Netadmin Systems Event Handler External,20,Open port default risk
3830,Cerner System Management Agent,20,Open port default risk
3831,Docsvault Application Service,20,Open port default risk
3832,xxNETserver,20,Open port default risk
3833,AIPN LS Authentication,20,Open port default risk
3834,Spectar Data Stream Service,20,Open port default risk
3835,Spectar Database Rights Service,20,Open port default risk
3836,MARKEM NEXTGEN DCP,20,Open port default risk
3837,MARKEM Auto-Discovery,20,Open port default risk
3838,Scito Object Server,20,Open port default risk
3839,AMX Resource Management Suite,20,Open port default risk
3840,www.FlirtMitMir.de,20,Open port default risk
3841,ShipRush Database Server,20,Open port default risk
3842,NHCI status port,20,Open port default risk
3843,Quest Common Agent,20,Open port default risk
3844,RNM,20,Open port default risk
3845,V-ONE Single Port Proxy,20,Open port default risk
3846,Astare Network PCP,20,Open port default risk
